assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
820,18,228,8000,255,250,255,1885,250,227,250,1,1,57,18,1,250,250,255,250,AaB,1,0,-1,0,272932,0,4,-1,50,0,1,4,0,4,0,0,13600,0,1,1,271,0,1,59,1,64,60,64,9,1,66,1,-1,65,1,0,0,272932,262656,0,272932,0,0,0,0,3,2,272932,6,820,0,4211200,0,0,1,243371,1,0,272932,0,4,0,7,0,64,80,5,1,262904,0,272932,2,1,0,0,316,0,-1,525312,64
822,25,196,3250,255,255,255,1891,255,255,255,25,1,55,255,1,255,255,255,255,Vejle BK,255,0,-1,0,262579,0,1,-1,30,0,2,4,0,2,0,0,11060,15,1,690,271,0,1,63,0,64,62,62,9,2,65,1,-1,65,1,0,0,262579,4195392,0,262579,0,0,0,0,6,4,240563,7,822,0,581696,0,0,1,266123,0,0,262579,0,5,0,7,0,64,80,7,1,184143,0,262579,2,1,0,0,316,0,-1,528448,62
834,25,255,942,255,60,255,1895,10,222,40,25,1,53,39,1,40,10,255,60,Shelbourne,28,0,-1,0,240473,0,4,-1,50,0,2,4,0,3,0,1,4450,1,0,143,305,0,1,61,1,61,61,60,-6,1,61,1,-1,61,1,0,0,240473,262976,0,240473,0,0,0,0,7,1,240473,4,834,0,4211520,0,0,0,246591,1,0,240473,0,13,0,3,0,61,155,9,0,240473,0,240473,2,1,0,0,316,0,-1,525632,60
837,255,255,1050,1,22,1,1903,22,255,22,255,1,53,255,1,22,22,1,22,Dundalk,255,0,-1,0,202663,0,9,-1,30,0,2,4,0,4,0,0,4500,0,1,145,1572,2,1,57,15,57,57,55,-6,2,57,1,-1,57,0,0,0,202663,4195608,0,202663,0,0,0,0,12,1,202663,3,837,0,581912,0,0,0,207868,0,0,202663,0,14,0,3,0,57,155,3,0,202663,0,202663,2,2,0,0,316,0,-1,528664,55
873,81,0,23000,255,120,255,1922,120,65,120,156,1,52,121,1,120,120,255,120,Lech Poznań,198,0,-1,0,247144,0,10,-1,65,0,2,4,0,6,0,0,42837,0,1,388,1871,0,1,69,1,70,72,71,16,1,69,1,-1,68,1,0,0,258276,131730,1,247144,0,0,0,0,5,2,258276,9,873,0,148114,0,0,1,206626,0,0,247144,0,8,0,5,0,68,127,6,1,206626,0,247144,2,4,0,0,316,0,-1,263314,71
894,155,1,24700,255,230,255,1896,230,33,230,230,1,47,56,1,230,230,255,230,FC Zürich,129,0,-1,0,231027,0,6,-1,65,0,2,4,0,5,0,0,26104,0,1,539,322,0,1,68,0,66,66,69,8,2,64,1,-1,68,1,0,0,246168,132096,0,241635,0,0,0,0,10,5,241635,7,894,0,139264,0,0,1,204842,0,0,241635,0,13,0,4,0,68,180,8,1,231027,0,231027,2,2,0,0,316,0,-1,266240,67
896,4,230,65000,129,110,1,1893,110,1,110,22,1,47,7,1,110,110,7,110,FC Basel,169,0,-1,0,239016,0,7,-1,65,0,2,5,0,6,0,0,38512,0,1,41,900,0,1,68,3,69,69,70,7,1,67,1,-1,66,1,0,0,239016,131858,0,239016,0,0,0,0,13,4,239016,8,896,0,164626,0,0,1,239016,0,0,276969,0,20,0,4,0,69,180,8,1,252386,0,239016,2,4,0,0,316,0,-1,263442,72
897,98,0,34000,255,180,255,1901,180,255,180,170,1,47,255,1,180,180,255,180,FC Luzern,255,0,-1,0,268273,0,6,-1,50,0,2,4,0,5,0,0,16490,3,1,292,898,0,1,63,1,67,63,66,8,2,66,1,-1,66,1,0,0,270328,263296,0,278318,0,0,0,0,3,2,278318,8,897,0,4219008,0,0,0,262862,0,0,268273,0,1,0,4,0,67,180,7,1,275090,0,268273,2,3,0,0,316,0,-1,528512,67
898,148,45,33000,255,20,255,1879,20,45,20,88,1,47,168,1,20,20,255,20,FC St. Gallen,88,0,-1,0,210619,0,6,-1,65,0,2,4,0,5,0,0,19568,25,1,461,897,0,1,70,3,69,70,70,9,2,69,1,-1,68,1,0,0,210619,132226,0,210619,0,0,0,0,1,2,263745,10,898,0,172162,0,0,1,228645,0,0,263745,0,2,0,4,0,69,180,8,1,263745,0,210619,2,4,0,0,316,0,-1,266370,70
900,209,255,100000,1,102,1,1898,102,255,102,0,1,46,219,1,102,102,1,102,BSC Young Boys,0,0,-1,0,236657,0,10,-1,65,0,2,4,0,6,0,0,31120,12,1,48,896,2,1,70,15,71,71,71,7,1,70,1,-1,70,1,0,0,236657,131712,0,236657,0,0,0,0,8,2,236657,6,900,0,131712,0,0,0,219244,0,0,236657,0,17,0,4,0,71,180,7,1,235513,0,236657,2,4,0,0,316,0,-1,263296,71
918,228,255,27050,1,250,1,1916,250,235,250,1,1,67,210,1,250,250,1,250,FK Bodø/Glimt,1,0,-1,0,222227,0,9,-1,90,0,2,4,0,5,0,1,4616,0,1,58,418,2,1,72,15,71,73,70,14,1,69,1,-1,69,1,0,0,222227,66184,0,222227,0,0,0,0,2,3,222227,7,918,0,82568,0,0,1,222227,0,0,222227,0,3,0,7,0,70,199,6,1,222227,0,222227,2,4,0,0,316,0,-1,132232,72
919,19,204,9550,255,1,255,1908,1,245,1,25,1,60,10,1,1,1,255,1,SK Brann,12,0,-1,0,233379,0,5,-1,90,0,1,4,0,5,0,0,16750,1,1,46,298,0,1,66,1,65,65,65,5,2,63,1,-1,64,1,0,0,233379,66696,0,233379,0,0,0,0,7,1,233379,4,919,0,90248,0,0,0,238263,0,0,233379,0,3,0,7,0,65,199,4,1,233379,0,233379,2,1,0,0,316,0,-1,135304,66
922,51,51,6550,255,250,255,1907,250,198,250,102,1,59,36,1,250,250,255,250,Strømsgodset Toppfotball,5,0,-1,0,205291,0,5,-1,50,0,2,4,0,3,0,0,8935,0,1,142,299,2,1,64,15,63,62,62,10,3,65,1,-1,65,1,0,0,205291,270336,0,205291,0,0,0,0,5,2,205291,7,922,0,4198400,0,0,0,203363,1,0,205291,0,2,0,7,0,64,199,5,1,205291,0,205291,2,1,0,0,316,0,-1,526336,61
980,124,37,12650,2,37,136,1997,136,248,108,108,1,36,223,1,2,37,37,124,Daejeon Hana Citizen,0,0,-1,0,237091,4,7,-1,30,0,1,4,0,4,0,0,40535,0,0,131,982,0,1,68,1,67,68,65,127,2,65,0,-1,65,0,0,0,237091,4195329,0,237091,0,0,0,0,1,4,237091,6,980,0,565249,0,0,0,238098,0,0,237091,0,0,0,2,0,67,38,1,9,247471,0,237091,4,2,0,0,316,0,-1,528385,65
982,1,255,17630,1,1,1,1983,1,255,1,1,1,37,255,1,1,255,1,1,FC Seoul,255,0,-1,0,180283,0,7,-1,50,0,2,4,0,5,0,1,66704,4,1,443,1474,0,1,68,1,68,68,70,126,1,68,1,-1,68,1,0,0,180283,262656,1,180283,0,0,0,0,2,4,180283,8,982,0,4194816,0,0,0,180283,1,0,180283,0,6,0,2,0,68,38,2,9,228861,0,180283,4,6,0,0,316,0,-1,525312,70
1013,44,29,135000,17,255,217,1908,255,29,255,63,2,-34,44,2,255,255,27,255,San Lorenzo de Almagro,63,0,-1,0,267784,0,8,-1,50,0,2,4,0,7,0,1,47964,23,0,82,111711,0,1,71,3,71,71,71,-58,1,67,1,-1,68,1,1,0,267784,262920,2,267784,0,0,1,0,0,5,267784,6,1013,1,4211464,0,0,0,189575,0,0,267784,0,15,0,1,0,72,129,10,-3,267784,0,267784,7,7,0,0,316,0,-1,525576,70
1035,1,1,100000,255,255,255,1908,255,255,255,1,2,-19,255,2,255,255,255,255,Atlético Mineiro,255,0,-1,0,230463,0,8,-1,65,0,2,4,0,6,0,0,61846,0,1,44,567,0,1,75,1,75,75,77,-43,1,76,1,-1,76,1,0,0,230463,132232,1,230463,0,0,1,0,2,2,230463,5,1035,0,155784,0,0,1,230225,1,0,230463,0,2,0,1,0,75,74,1,-3,230384,0,230463,7,5,0,0,366,0,-1,266376,77
1039,0,220,77000,1,255,1,1924,255,255,255,29,2,-25,255,2,255,255,1,255,Athletico Paranaense,255,0,-1,0,230267,0,7,-1,65,0,2,4,0,4,0,0,42370,0,2,129,1043,0,1,72,1,74,72,74,-49,1,76,1,-1,76,1,1,0,230267,132228,0,230355,0,0,0,0,1,2,230355,8,1039,2,296068,0,0,1,230375,1,0,230267,0,1,0,1,0,74,74,7,-3,230497,0,230267,7,6,0,0,366,0,-1,4202628,74
1041,30,30,134000,250,250,250,1910,250,250,250,30,2,-23,250,2,250,250,250,250,Corinthians,250,0,-1,0,230364,0,7,-1,65,0,2,4,0,8,0,2,47605,8,1,434,383,0,1,72,3,73,72,75,-46,1,74,1,-1,74,0,1,0,230364,263432,2,230364,0,0,1,0,3,2,230364,5,1041,0,4219144,0,0,1,230258,1,0,230364,0,7,0,1,0,73,74,1,-3,230442,0,230364,7,6,0,0,316,0,-1,528648,75
1043,0,215,280000,1,230,1,1895,230,255,230,15,2,-22,255,2,230,230,1,230,Flamengo,255,0,-1,0,230406,0,10,-1,65,1,2,4,0,8,0,2,78838,0,0,402,567,0,1,76,3,76,76,77,-43,1,75,1,-1,75,1,1,0,230430,132244,1,230406,0,0,3,0,4,2,230460,7,1043,0,172180,0,0,1,230430,1,0,230406,0,7,0,1,0,76,74,2,-3,230430,0,230406,7,8,0,0,366,0,-1,266388,77
1048,0,200,35000,255,255,255,1909,255,255,255,0,2,-30,255,2,255,255,255,255,Internacional,255,0,-1,0,230431,0,7,-1,65,0,2,4,0,6,0,1,50128,1,1,386,1041,0,1,74,1,74,74,71,-51,1,75,1,-1,75,0,1,0,230276,262409,1,230183,0,0,2,0,1,2,230431,5,1048,1,4243721,0,0,0,230313,1,0,230183,0,3,0,1,0,74,74,2,-3,230183,0,230183,7,5,0,0,366,0,-1,524553,71
1318,255,255,0,6,1,241,1863,1,255,1,255,3,51,255,3,1,1,6,1,England,255,0,-1,0,237692,0,10,-1,30,0,2,4,0,0,0,0,90000,0,0,0,1337,0,1,86,1,85,86,87,0,1,83,0,-1,83,0,0,0,237692,4194880,2,237692,0,0,0,0,0,3,237692,0,1318,0,557632,0,0,0,202126,0,0,237692,0,0,0,3,0,85,141,0,0,202126,0,237692,2,8,0,0,366,0,-1,525376,87
1328,255,255,0,21,250,228,1912,250,4,250,255,2,43,52,2,250,250,24,250,Croatia,177,0,-1,0,177003,0,10,-1,50,0,2,4,0,0,0,0,34198,0,1,0,1886,0,1,80,1,78,80,78,16,1,77,1,-1,77,0,0,0,177003,262656,0,177003,0,0,0,0,0,4,177003,0,1328,0,4211200,0,0,0,177003,0,0,177003,0,0,0,5,0,78,141,0,1,177003,0,177003,2,6,0,0,366,0,-1,525312,78
1330,27,225,0,163,1,59,1901,1,255,1,34,2,50,255,2,1,1,90,1,Czech Republic,255,0,-1,0,253727,4,10,-1,30,0,1,4,0,0,0,0,21000,0,1,0,1337,0,1,75,3,75,75,76,14,3,75,0,-1,75,0,0,0,253727,4198400,0,244470,0,0,0,0,0,1,244470,0,1330,0,542720,0,0,0,236792,1,0,253727,0,0,0,5,0,75,152,0,1,236792,0,253727,2,4,0,0,366,0,-1,526336,76
1331,4,154,0,255,169,255,1889,169,153,169,8,2,55,3,2,169,169,255,169,Denmark,8,0,-1,0,190460,0,10,-1,50,0,2,4,0,0,0,0,38065,0,1,0,1363,0,1,79,1,78,79,77,12,1,78,1,-1,78,0,0,0,190460,262720,0,190460,0,0,0,0,0,2,190460,0,1331,0,4227648,0,0,1,163587,0,0,190460,0,0,0,7,0,78,141,0,1,190460,0,190460,2,5,0,0,366,0,-1,525376,77
1334,255,255,0,204,102,0,1907,0,255,204,255,2,60,235,2,204,0,102,102,Finland,245,0,-1,0,228312,0,10,-1,30,0,2,4,0,0,0,0,36200,0,1,0,1363,0,1,73,1,72,73,72,24,3,67,0,-1,67,1,0,0,228312,4202496,0,228312,0,0,0,0,0,2,228312,0,1334,0,528384,0,0,0,190941,0,0,228312,0,0,0,7,0,72,141,0,2,220165,0,228312,2,2,0,0,316,0,-1,526336,72
1335,73,16,0,255,1,255,1904,1,255,1,128,3,48,1,3,1,1,255,1,France,1,0,-1,0,231747,4,10,-1,50,0,1,4,0,0,0,0,80000,0,1,0,1343,0,1,84,1,85,84,85,2,2,85,0,-1,85,1,0,0,231747,263168,0,231443,0,0,0,0,0,3,231443,0,1335,0,4251648,0,0,0,231747,0,0,231747,0,0,0,4,0,85,141,0,1,231747,0,231747,2,10,0,0,366,0,-1,528384,85
1337,255,255,0,1,135,1,1900,135,15,135,255,3,51,145,3,135,135,1,135,Germany,120,0,-1,0,227647,4,10,-1,65,0,2,4,0,0,0,0,47800,0,1,0,1318,0,1,84,1,84,84,78,12,2,84,0,-1,84,0,0,0,212622,132224,0,212622,0,0,0,0,0,2,227647,0,1337,0,172160,0,0,0,212622,1,0,212622,0,0,0,4,0,84,110,0,1,235790,0,212622,2,9,0,0,366,0,-1,266368,78
1341,91,36,0,255,139,255,1947,34,221,34,167,1,64,23,1,34,34,255,139,Iceland,11,0,-1,0,191076,0,10,-1,30,1,1,4,0,0,0,0,9800,0,1,0,1331,0,1,70,1,70,70,68,-21,3,68,1,-1,68,1,0,0,191076,4202560,0,191076,0,0,0,0,0,2,191076,0,1341,0,544832,0,0,0,189167,0,0,191076,0,0,0,7,0,70,152,0,0,191076,0,191076,2,3,0,0,316,0,-1,526400,68
1343,107,0,0,250,250,250,1898,250,0,250,187,2,41,107,2,250,250,250,250,Italy,187,0,-1,0,226268,0,10,-1,50,0,1,4,0,0,0,0,73261,0,1,0,1335,0,1,81,1,82,81,78,12,2,81,0,-1,81,1,0,0,241096,263168,1,241096,0,0,0,0,0,4,241096,0,1343,0,4235264,0,0,0,230621,1,0,226268,0,0,0,4,0,82,110,0,1,241850,0,226268,2,8,0,0,366,0,-1,528384,78
1352,5,164,0,255,1,255,1902,1,17,1,1,2,59,51,2,1,1,255,1,Norway,210,0,-1,0,222665,0,10,-1,50,0,1,4,0,0,0,0,27200,0,1,0,1363,0,1,77,1,77,77,80,10,2,74,1,-1,74,0,0,0,222665,263168,0,222665,0,0,0,0,0,2,222665,0,1352,0,4218880,0,0,0,222665,1,0,222665,0,0,0,7,0,77,141,0,1,239085,0,222665,2,3,0,0,366,0,-1,528384,80
1353,2,255,0,255,220,255,1919,220,221,1,2,2,52,22,2,220,1,255,1,Poland,22,0,-1,0,210406,0,10,-1,30,0,2,4,0,0,0,0,58580,0,1,0,1337,0,1,75,1,76,75,78,21,3,74,0,-1,74,1,0,0,210406,4198400,0,210406,0,0,0,0,0,2,210406,0,1353,0,542720,0,0,0,188545,1,0,210406,0,0,0,5,0,76,141,0,1,188545,0,210406,2,5,0,0,366,0,-1,526336,78
1354,10,210,0,2,255,0,1914,255,20,255,15,3,38,130,3,255,255,100,255,Portugal,0,0,-1,0,20801,0,10,-1,65,0,2,4,0,0,0,2,37593,0,1,0,1362,0,1,84,1,84,84,85,-9,1,83,1,-1,83,1,0,0,212198,131584,2,212198,0,0,0,0,0,5,212198,0,1354,0,164352,0,0,0,20801,0,0,20801,0,0,0,4,0,84,141,0,0,20801,0,20801,2,8,0,0,366,0,-1,263168,85
1355,153,0,0,255,110,255,1921,0,10,60,76,2,53,140,2,60,0,255,110,Republic of Ireland,31,0,-1,0,228151,0,10,-1,50,0,2,4,0,0,0,0,51700,0,0,0,110081,0,1,73,1,73,73,73,-6,3,73,0,-1,73,1,0,0,228151,270464,0,228151,0,0,0,0,0,3,228151,0,1355,0,4247680,0,0,0,248484,0,0,228151,0,0,0,3,0,73,161,0,0,259608,0,228151,2,4,0,0,316,0,-1,526464,73
1356,204,255,0,1,1,255,1909,1,1,1,1,2,44,1,2,1,1,1,1,Romania,204,0,-1,0,212207,0,10,-1,30,0,1,4,0,0,0,0,55634,0,1,0,1886,0,1,73,3,73,73,71,26,3,72,1,-1,72,1,0,0,212207,4202568,1,212207,0,0,0,0,0,5,212207,0,1356,0,577608,0,0,0,212207,1,0,212207,0,0,0,5,0,73,141,0,2,212207,0,212207,2,5,0,0,316,0,-1,526408,71
1359,55,20,0,255,1,255,1873,1,250,1,150,2,55,240,2,1,1,255,1,Scotland,1,0,-1,0,210881,4,10,-1,50,0,2,4,0,0,0,0,52063,0,0,0,1318,0,1,75,3,75,75,76,-4,2,75,0,-1,75,0,0,0,216267,263168,0,210881,0,0,0,0,0,3,210881,0,1359,0,4218880,0,0,0,216267,0,0,210881,0,0,0,3,0,75,110,0,0,210881,0,210881,2,4,0,0,366,0,-1,528384,76
1362,8,181,0,25,1,255,1909,1,200,1,16,3,40,44,3,1,1,173,1,Spain,22,0,-1,0,256516,4,10,-1,90,0,2,4,0,0,0,0,68456,0,0,295,1343,0,1,84,1,84,84,83,-3,1,83,0,-1,83,0,0,0,256516,66176,0,256516,0,0,0,0,0,3,277643,0,1362,0,98944,0,0,0,201153,0,0,256516,0,0,0,4,0,84,110,0,1,201153,0,256516,2,10,0,0,366,0,-1,132224,83
1363,221,253,0,180,211,1,1904,211,250,211,26,2,59,210,2,211,211,106,211,Sweden,5,0,-1,0,247394,0,10,-1,65,0,2,4,0,0,0,0,50000,0,1,0,1331,0,1,74,1,77,74,85,17,2,77,1,-1,77,0,0,0,247394,132160,0,247394,0,0,0,0,0,3,247394,0,1363,0,155712,0,0,1,221660,0,0,247394,0,0,0,7,0,77,110,0,1,241651,0,247394,2,4,0,0,366,0,-1,266304,85
1366,207,252,0,196,255,28,1991,255,252,255,27,2,50,207,2,255,255,90,255,Ukraine,27,0,-1,0,227813,0,10,-1,50,1,2,4,0,0,0,0,70050,0,1,0,1367,0,1,76,1,78,76,78,30,3,75,0,-1,75,1,0,0,227813,266240,0,227813,0,0,0,0,0,2,227813,0,1366,0,4212736,0,0,0,227813,0,0,227813,0,0,0,5,0,78,141,0,2,227813,0,227813,2,5,0,0,366,0,-1,526336,78
1367,15,218,0,255,100,255,1876,1,1,1,4,2,51,181,2,1,1,255,100,Wales,1,0,-1,0,220710,0,10,-1,50,0,2,4,0,0,0,0,33280,0,1,0,1318,0,1,72,1,73,72,72,-3,2,74,0,-1,74,0,0,0,220710,263232,0,232104,0,0,0,0,0,3,232104,0,1367,0,4218944,0,0,0,205923,1,0,220710,0,0,0,3,0,73,110,0,0,220710,0,220710,2,3,0,0,316,0,-1,528448,72
1369,200,125,0,255,255,255,1893,255,100,255,255,3,-34,175,3,255,255,255,255,Argentina,225,0,-1,0,158023,0,10,-1,65,0,1,4,0,0,0,0,54000,0,0,0,1337,0,1,84,1,83,84,87,-58,1,81,1,-1,81,1,1,0,158023,131712,0,158023,0,0,0,0,0,3,158023,0,1369,0,164480,0,0,0,158023,0,0,158023,0,0,0,1,0,83,110,0,-3,158023,0,158023,7,10,0,0,366,0,-1,263296,87
1386,124,12,0,250,250,250,1922,250,186,250,68,2,19,27,2,250,250,250,250,Mexico,27,0,-1,0,222382,0,10,-1,50,0,2,3,0,0,0,0,81070,0,1,483,1387,0,1,77,1,76,77,77,-99,2,74,0,-1,74,1,0,0,222382,263508,0,222382,0,0,0,0,0,2,224574,0,1386,0,4219220,0,0,0,235844,1,0,222382,0,0,0,1,0,76,110,0,-6,204838,0,222382,7,7,0,0,366,0,-1,528724,77
1387,7,241,0,92,255,0,1913,255,255,255,16,2,34,255,2,255,255,37,255,United States,255,0,-1,0,227796,4,10,-1,65,0,1,4,0,0,0,0,27000,0,1,0,1386,2,1,76,15,76,76,77,-118,2,76,0,-1,76,1,0,0,227796,132224,0,227796,0,0,0,0,0,2,227796,0,1387,0,155776,0,0,0,227796,0,0,227796,0,0,0,6,0,76,141,0,-8,227796,0,227796,2,6,0,0,366,0,-1,266368,77
1438,0,255,16000,0,255,245,1927,255,255,255,0,1,37,255,1,255,255,0,255,Santa Clara,255,0,-1,0,271132,0,3,-1,50,0,2,4,0,2,0,0,12500,0,1,671,1891,0,1,68,3,69,68,70,-25,2,69,1,-1,69,1,0,0,271562,263168,0,271562,0,0,0,0,0,4,271132,2,1438,0,4218880,0,0,0,271571,0,0,271132,0,0,0,4,0,69,183,6,-1,271562,0,271132,2,1,0,0,316,0,-1,528384,70
1439,24,239,7500,255,169,255,1910,169,230,169,33,1,56,20,1,169,169,255,169,Kalmar FF,28,0,-1,0,221662,0,3,-1,50,0,1,4,0,2,0,1,12000,0,1,239,112072,0,1,64,1,64,64,66,16,1,63,1,-1,63,1,0,0,193358,262656,0,193358,0,0,0,0,3,2,193358,8,1439,0,4227584,0,0,1,221662,0,0,193358,0,1,0,7,0,64,97,8,1,221662,0,193358,2,1,0,0,316,0,-1,525312,66
1443,113,0,8050,255,250,255,1896,250,0,250,97,1,56,140,1,250,250,255,250,Viborg FF,110,0,-1,0,241150,0,2,-1,30,0,2,4,0,1,0,0,10000,25,0,512,1516,0,1,66,1,66,66,64,9,2,67,1,-1,67,1,0,0,241150,4195328,0,241150,0,0,0,0,1,2,241150,2,1443,0,548864,0,0,1,215686,0,0,241150,0,0,0,7,0,66,80,6,1,263239,0,241150,2,1,0,0,316,0,-1,528384,64
1447,204,172,4000,255,169,255,2004,169,52,169,255,1,55,67,1,169,169,255,169,Sønderjyske Fodbold,134,0,-1,0,73301,0,3,-1,50,0,1,4,0,2,0,0,10100,0,1,204,822,0,1,61,1,62,61,60,9,1,62,1,-1,62,1,0,0,73301,262730,0,73301,0,0,0,0,1,2,73301,4,1447,0,4244042,0,0,0,238051,1,0,73301,0,0,0,7,0,62,80,6,1,73298,0,73301,2,1,0,0,316,0,-1,525386,60
1456,255,255,6450,1,1,1,1894,1,255,1,255,1,59,255,1,1,1,1,1,Odds Ballklubb,255,0,-1,0,148696,0,6,-1,30,0,2,4,0,3,0,0,11767,0,1,454,1757,2,1,66,15,65,65,64,9,3,65,1,-1,65,1,0,0,148696,4202754,0,148696,0,0,0,0,12,2,148696,7,1456,0,528642,0,0,0,190979,0,0,148696,0,0,0,7,0,66,199,6,1,148696,0,148696,2,1,0,0,316,0,-1,526594,63
1463,255,255,3600,255,169,1,1993,169,245,169,255,1,59,225,1,169,169,1,169,FK Haugesund,235,0,-1,0,239175,0,5,-1,30,0,1,4,0,2,0,0,8754,5,1,212,300,0,1,62,3,61,61,64,5,2,59,1,-1,62,1,0,0,239175,4195592,0,239175,0,0,0,0,0,5,239175,5,1463,0,581896,0,0,0,246954,0,0,239175,0,0,0,7,0,63,199,7,1,269414,0,239175,2,1,0,0,316,0,-1,528648,64
1473,102,1,17080,255,204,255,1983,255,255,204,204,1,35,204,1,1,1,255,102,Ulsan HD FC,1,0,-1,0,213471,0,9,-1,50,0,2,4,0,7,0,0,43554,5,1,501,1474,0,1,71,1,70,71,72,129,1,68,1,-1,68,1,0,0,213471,262674,1,213471,0,0,0,0,1,4,213471,5,1473,0,4211218,0,0,0,201528,0,0,213471,0,5,0,2,0,70,38,1,9,213189,0,213471,4,7,0,0,316,0,-1,525330,72
1474,1,204,8800,1,1,1,1973,1,255,1,1,1,35,255,1,1,204,1,1,Pohang Steelers,255,0,-1,0,229343,0,6,-1,30,0,1,4,0,5,0,0,17443,17,1,382,1473,0,1,69,1,68,69,67,129,1,69,1,-1,69,1,0,0,229343,4194832,1,229343,0,0,0,0,5,4,229343,7,1474,0,557584,0,0,0,229343,1,0,229343,0,5,0,2,0,68,38,6,9,232269,0,229343,4,4,0,0,316,0,-1,525328,67
1477,204,1,17730,1,1,1,1994,1,255,1,1,1,35,255,1,1,1,1,204,Jeonbuk Hyundai Motors,255,0,-1,0,228007,0,8,-1,30,0,1,4,0,6,0,0,42477,25,1,233,1473,0,1,68,1,67,68,68,127,3,66,1,-1,66,1,0,0,227659,4202626,1,228007,0,0,0,0,5,4,227659,3,1477,0,561282,0,0,0,243673,0,0,228007,0,9,0,2,0,67,38,2,9,267825,0,228007,4,6,0,0,316,0,-1,526466,68
1478,128,255,9780,1,255,255,1982,255,250,1,1,1,33,250,1,255,255,1,128,Jeju United,250,0,-1,0,237919,0,6,-1,30,0,1,4,0,3,0,0,29791,3,1,441,982,0,1,67,1,67,67,65,126,2,66,0,-1,66,1,0,0,251580,4195456,0,237919,0,0,0,0,0,4,237919,7,1478,0,565376,0,0,0,232065,1,0,251580,0,1,0,2,0,67,38,4,9,238763,0,237919,4,2,0,0,316,0,-1,528512,65
1480,1,1,2300,255,80,255,1904,0,225,200,200,1,54,1,1,200,0,255,80,Carlisle United,1,0,-1,0,72765,0,6,-1,30,0,2,4,0,3,0,0,17949,0,0,95,381,0,2,64,1,63,63,60,-2,2,63,0,-1,61,0,0,0,72765,4195332,0,72765,0,0,0,0,0,2,72765,9,1480,0,548868,0,0,0,228928,0,0,72765,0,0,0,3,0,63,135,7,0,226950,0,72765,2,1,0,0,316,0,-1,528388,60
1516,33,224,42500,1,211,1,1999,211,221,211,34,2,56,30,2,211,211,1,211,FC Midtjylland,27,0,-1,0,278012,0,9,-1,50,0,2,4,0,5,0,0,11800,0,1,216,1443,0,1,71,1,72,71,72,8,2,72,1,-1,72,1,0,0,278012,263296,0,278012,0,0,0,0,2,1,278012,7,1516,0,4202624,0,0,1,234472,1,0,278012,0,4,0,7,0,72,80,2,1,257536,0,278012,2,3,0,0,316,0,-1,528512,73
1530,250,250,70000,1,1,1,1919,1,250,1,250,1,47,250,1,1,1,1,1,Angers SCO,250,0,-1,0,245283,4,2,-1,30,0,2,4,0,2,0,0,15679,0,1,17,1814,0,1,71,3,70,71,70,0,3,68,1,-1,69,0,0,0,246297,4202754,1,245283,0,0,0,0,0,4,245283,3,1530,0,545026,0,0,1,246297,0,0,245283,0,0,0,4,0,70,100,8,1,246297,0,245283,2,1,0,0,316,0,-1,526594,69
1571,21,143,975,241,255,167,1937,255,255,255,82,1,53,255,1,255,255,213,255,Galway United,255,0,-1,0,202731,0,5,-1,30,0,2,4,0,1,0,0,5000,0,0,173,563,0,2,59,7,60,59,57,-9,2,61,0,-1,61,0,0,0,202731,4195328,0,202731,0,0,0,0,1,1,202731,2,1571,0,548864,0,0,0,202731,1,0,202731,0,0,0,0,0,60,155,10,0,200404,0,202731,2,1,0,0,316,0,-1,528384,57
